fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20230701 083846	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2306	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0437309357196816	0.489301043437461	225	9127	13134	68897190.4047976	38
20230701 102730	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2352	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0475666789317657	0.423194814811408	221	8655	13642	68681616.1919041	39
20230701 152353	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3249	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.0317418946878631	0.353091807129848	225	4622	12607	67492523.2383808	40
20230701 152753	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1317	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.0366227954285809	0.412014344812798	223	5295	11817	69197575.7121439	41
20230701 153350	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2328	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.034299755139462	0.38983246185933	227	5712	13158	68760422.7886057	42
20230701 153511	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	114	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.03441499679873	0.386663623576721	230	6174	13392	66436953.5232384	43
20230701 154333	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3150	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.0413357856121238	0.419525927341664	222	3473	13220	67189235.3823088	44
20230701 154744	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1785	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.0427409535374206	0.189881241122567	177	166	13312	69404089.9550225	45
20230701 155122	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2102	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.0495869707650071	0.0662454308345726	175	70	11705	68367758.6206897	46
20230701 155342	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1198	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.0507386487440721	0.0647573452932335	174	48	14096	67380605.6971514	47
20230701 155657	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1743	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.0403467502703155	0.0761392285832849	176	145	10411	68454736.131934	48
20230701 160016	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1875	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.0403449056510672	0.0623183344738376	176	115	14483	68165152.9235382	49
20230701 160109	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	43	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.0398951458971082	0.0763503536210403	175	38	11826	64649436.2818591	50
20230701 160505	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1094	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.0432826411731831	0.489339915556264	217	3229	11421	68292562.2188905	51
20230701 160831	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	514	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.045030943734235	0.562287129442108	219	467	10512	69231616.1919041	52
20230701 161336	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1160	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.0502707113701959	0.669901482921861	220	429	12528	69757109.4452774	53
20230701 161546	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	411	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.0539757559616822	0.845032427322852	222	7	13612	69734434.7826087	54
20230701 162008	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	993	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.052381861375638	0.899411912698566	210	871	12377	69920334.3328336	55
20230701 162428	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	940	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.05460970422862	0.957595492686841	208	783	11365	69012706.1469265	56
20230701 162906	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1114	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.0637767753984187	0.976354518922374	222	1117	9955	67939917.5412294	57
20230701 163102	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	294	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.0600078864162826	0.928779743867941	219	48	9929	68677947.5262369	58
20230701 163257	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	294	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.0600078864162826	0.928779743867941	219	48	9929	68677947.5262369	59
20230701 163408	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	500	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.174196928163967	0.0966923973713439	558	9983	11818	68813706.1469265	60
20230701 163609	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1405	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.299219471310999	0.860174818311958	536	38416	13155	66138178.4107946	61
20230701 163719	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	16	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.288033406832472	0.551423671689272	728	4249	15104	64913247.3763118	62
20230701 163858	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	411	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.188623862691234	0.352711940315991	1021	7360	10378	68649028.4857571	63
20230701 164419	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1411	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.0598785076706153	0.977846813787495	221	1092	12949	68664424.2878561	64
20230701 164943	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1411	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.0598785076706153	0.977846813787495	221	1092	12949	68664784.107946	65
20230701 165505	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1411	1	1	1	FALSE	1	0.1	50	0.5	TRUE	102191	0.0598785076706153	0.977846813787495	221	1092	12949	68664424.2878561	66
