fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20230722 153156	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	974	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.13486637709647	0.999141342188894	75	13590	13583	67938736.131934	55
20230722 153255	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	236	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.299970223571803	0.808932027743493	134	10619	12705	66972556.2218891	56
20230722 153702	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2552	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0776835050868704	0.887253298496349	196	13162	11217	67837695.6521739	57
20230722 153904	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1358	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.107338785847876	0.0765848399986365	4	13529	12686	67865658.1709145	58
20230722 154136	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2376	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.103528639454009	0.864384946811332	4	13615	13171	67850778.1109445	59
20230722 154330	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	953	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.120623544884757	0.871433552935808	985	13542	12013	67932874.0629685	60
20230722 154545	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1236	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.137524431398186	0.99940457771994	155	13644	9540	65824017.9910045	61
20230722 154746	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1438	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.293836229165167	0.0618552418185765	7	13187	12275	66729602.6986507	62
20230722 155048	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1800	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.109201283971332	0.119484045005361	1019	13463	13444	68027340.3298351	63
20230722 155218	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	654	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.115000703782669	0.648354279175717	966	13417	12040	68604677.6611694	64
20230722 155408	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	889	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.104344428480803	0.619868805494931	1006	13411	15455	68291431.784108	65
20230722 155603	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	914	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0958506887184323	0.613194369013358	1005	13420	12266	68575853.0734633	66
